Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
NewLearningBrain,0.136,355.970,0.680,1040,nan
NewLearningBrain,0.120,357.273,0.555,1023,1.826
NewLearningBrain,0.122,358.100,0.622,1001,4.005
NewLearningBrain,0.101,358.881,0.601,1050,7.550
NewLearningBrain,0.101,359.736,0.661,1015,2.000
NewLearningBrain,0.095,360.527,0.600,1011,2.705
NewLearningBrain,0.107,361.197,0.493,1065,1.200
NewLearningBrain,0.114,362.082,0.681,1040,2.060
NewLearningBrain,0.123,362.945,0.655,1024,4.120
NewLearningBrain,0.128,363.897,0.665,1014,3.030
NewLearningBrain,0.149,364.785,0.648,1039,1.597
NewLearningBrain,0.108,365.620,0.646,1122,1.440
NewLearningBrain,0.097,366.392,0.588,1019,1.495
NewLearningBrain,0.107,367.229,0.628,1024,3.095
NewLearningBrain,0.119,368.055,0.629,1022,0.770
NewLearningBrain,0.140,369.038,0.732,1039,2.078
NewLearningBrain,0.161,369.955,0.665,1056,3.205
NewLearningBrain,0.113,370.749,0.607,1021,1.830
NewLearningBrain,0.098,371.564,0.569,1046,3.137
NewLearningBrain,0.102,372.403,0.639,1001,2.337
NewLearningBrain,0.098,373.214,0.618,1053,1.307
NewLearningBrain,0.107,373.940,0.536,1060,1.625
NewLearningBrain,0.145,374.860,0.679,1062,1.792
NewLearningBrain,0.109,375.864,0.791,1007,1.355
NewLearningBrain,0.109,376.656,0.592,1085,1.175
NewLearningBrain,0.156,377.485,0.590,1115,1.620
NewLearningBrain,0.112,378.402,0.704,1052,2.442
NewLearningBrain,0.117,379.220,0.570,1023,1.430
NewLearningBrain,0.109,380.101,0.672,1049,2.528
NewLearningBrain,0.148,380.899,0.576,1040,nan
NewLearningBrain,0.109,381.802,0.695,1047,2.707
NewLearningBrain,0.105,382.611,0.621,1043,2.280
NewLearningBrain,0.106,383.433,0.632,1039,2.140
NewLearningBrain,0.110,384.224,0.597,1043,4.215
NewLearningBrain,0.108,385.005,0.579,1017,3.442
NewLearningBrain,0.116,385.870,0.627,1006,2.730
NewLearningBrain,0.108,386.771,0.696,1064,3.345
NewLearningBrain,0.111,387.589,0.622,1005,3.137
NewLearningBrain,0.128,388.426,0.625,1023,2.857
NewLearningBrain,0.110,389.296,0.668,1039,2.118
NewLearningBrain,0.125,390.238,0.721,1039,1.270
NewLearningBrain,0.118,391.010,0.579,1006,1.840
NewLearningBrain,0.183,392.019,0.723,1051,1.637
NewLearningBrain,0.129,392.886,0.652,1033,1.240
NewLearningBrain,0.100,393.820,0.687,1045,2.425
NewLearningBrain,0.109,394.672,0.652,1059,1.695
NewLearningBrain,0.102,395.347,0.503,1040,nan
NewLearningBrain,0.121,396.248,0.677,1024,1.673
NewLearningBrain,0.099,397.027,0.595,1014,1.890
NewLearningBrain,0.141,398.167,0.879,1041,1.287
NewLearningBrain,0.121,398.972,0.608,1015,2.567
NewLearningBrain,0.142,400.005,0.779,1040,nan
NewLearningBrain,0.108,400.897,0.687,1039,2.357
NewLearningBrain,0.114,401.739,0.590,1060,1.700
NewLearningBrain,0.159,402.596,0.613,1055,2.540
NewLearningBrain,0.108,403.583,0.766,1001,1.210
NewLearningBrain,0.110,404.386,0.618,1050,4.900
NewLearningBrain,0.108,405.271,0.689,1045,2.917
NewLearningBrain,0.096,406.072,0.616,1011,3.260
NewLearningBrain,0.108,406.756,0.505,1028,2.515
