Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
bar,0.635,4390.763,6.726,10262,1.644
bar,0.611,4398.751,6.406,10254,3.448
bar,0.599,4406.540,6.265,10275,2.832
bar,0.651,4414.513,6.346,10242,3.826
bar,0.630,4422.513,6.376,10303,3.402
bar,0.613,4430.420,6.339,10255,1.749
bar,0.636,4438.452,6.424,10288,4.127
bar,0.682,4446.524,6.390,10269,-0.099
bar,0.683,4454.497,6.322,10257,2.934
bar,0.616,4462.720,6.636,10256,2.465
bar,0.638,4470.785,6.450,10269,2.092
bar,0.688,4478.841,6.373,10265,1.640
bar,0.609,4486.863,6.431,10241,0.552
bar,0.699,4494.842,6.311,10262,2.666
bar,0.612,4502.840,6.413,10257,1.585
bar,0.691,4511.284,6.600,10283,2.177
bar,0.677,4519.400,6.448,10297,1.898
bar,0.643,4527.629,6.575,10287,2.264
bar,0.624,4535.767,6.529,10265,0.993
bar,0.598,4544.101,6.730,10252,3.313
bar,0.648,4552.269,6.526,10249,3.287
bar,0.624,4560.313,6.456,10256,5.144
bar,0.655,4568.404,6.437,10285,4.127
bar,0.615,4576.619,6.589,10292,1.539
bar,0.682,4584.919,6.587,10341,2.981
bar,0.622,4593.293,6.733,10267,1.748
bar,0.641,4601.487,6.536,10260,2.505
bar,0.701,4609.791,6.585,10266,2.814
bar,0.668,4617.848,6.410,10265,2.099
bar,0.639,4626.001,6.501,10250,2.185
bar,0.650,4634.059,6.399,10250,3.895
bar,0.623,4642.142,6.439,10281,0.882
bar,0.610,4650.342,6.575,10261,3.684
bar,0.625,4658.249,6.343,10249,0.944
bar,0.634,4666.733,6.884,10274,4.647
bar,0.657,4674.812,6.471,10282,2.577
bar,0.597,4682.872,6.484,10294,0.348
bar,0.617,4690.934,6.497,10258,1.947
bar,0.700,4699.063,6.436,10283,0.994
bar,0.685,4707.084,6.342,10255,1.425
bar,0.677,4715.239,6.483,10271,2.939
bar,0.641,4723.173,6.323,10268,2.079
bar,0.616,4731.085,6.319,10293,1.722
bar,0.689,4739.284,6.534,10302,5.191
bar,0.627,4747.502,6.648,10271,1.451
bar,0.600,4755.475,6.418,10255,3.819
bar,0.616,4763.378,6.308,10247,1.954
bar,0.629,4771.352,6.341,10259,3.165
bar,0.626,4779.675,6.719,10300,1.700
bar,0.675,4787.823,6.468,10254,2.051
bar,0.679,4796.037,6.522,10274,1.416
bar,0.638,4804.193,6.502,10304,1.682
bar,0.626,4812.232,6.420,10291,3.255
bar,0.690,4820.455,6.524,10247,1.671
bar,0.644,4828.543,6.448,10281,1.131
bar,0.618,4836.746,6.560,10263,2.043
bar,0.703,4845.095,6.636,10295,2.615
bar,0.671,4853.204,6.429,10243,2.628
bar,0.655,4861.493,6.606,10246,0.776
bar,0.651,4869.734,6.440,10292,2.450
bar,0.739,4878.024,6.554,10251,1.548
bar,0.665,4886.501,6.849,10263,1.355
bar,0.650,4894.661,6.497,10264,3.301
bar,0.636,4903.012,6.717,10244,2.898
bar,0.643,4911.171,6.536,10271,2.144
bar,0.623,4919.257,6.449,10300,3.130
bar,0.655,4927.438,6.545,10247,1.005
bar,0.656,4935.487,6.407,10255,3.526
bar,0.618,4943.671,6.540,10256,3.187
bar,0.614,4951.764,6.445,10273,0.619
bar,0.678,4960.273,6.804,10281,1.666
bar,0.668,4968.879,6.914,10248,3.179
bar,0.683,4976.990,6.431,10275,2.013
bar,0.681,4985.031,6.376,10242,1.952
bar,0.687,4993.652,6.943,10270,3.396
bar,0.626,5001.756,6.451,10251,1.973
bar,0.640,5009.869,6.479,10261,0.923
bar,0.703,5018.014,6.447,10282,3.503
bar,0.612,5026.148,6.522,10300,4.017
bar,0.660,5034.277,6.476,10273,1.608
bar,0.620,5042.494,6.575,10346,0.958
bar,0.646,5050.714,6.560,10256,3.553
bar,0.626,5058.881,6.542,10287,2.251
bar,0.668,5067.007,6.470,10287,2.899
bar,0.658,5075.141,6.443,10299,3.280
bar,0.606,5083.041,6.318,10268,3.025
bar,0.692,5091.268,6.542,10298,2.596
bar,0.681,5099.193,6.270,10255,1.466
bar,0.650,5107.287,6.445,10244,1.723
bar,0.594,5115.239,6.352,10259,2.923
bar,0.711,5123.277,6.355,10248,2.028
bar,0.631,5131.305,6.403,10289,0.590
bar,0.618,5139.283,6.359,10253,2.319
bar,0.711,5147.415,6.427,10249,3.081
bar,0.651,5155.616,6.507,10295,0.378
bar,0.680,5163.912,6.635,10313,1.698
