Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
bar,0.142,553.795,0.830,1026,12.045
bar,0.149,554.889,0.831,1059,6.396
bar,0.150,556.008,0.846,1040,nan
bar,0.161,557.151,0.845,1069,11.544
bar,0.159,558.161,0.737,1111,10.750
bar,0.176,559.401,0.938,1071,11.319
bar,0.148,560.542,0.914,1040,nan
bar,0.161,561.480,0.691,1118,7.744
bar,0.145,562.544,0.792,1040,nan
bar,0.164,563.578,0.745,1033,11.321
bar,0.178,564.572,0.707,1052,8.782
bar,0.171,565.536,0.678,1040,nan
bar,0.144,566.539,0.740,1040,nan
bar,0.151,567.653,0.822,1071,11.319
bar,0.142,568.722,0.803,1062,12.198
bar,0.142,569.669,0.687,1027,5.130
bar,0.147,570.607,0.695,1036,11.320
bar,0.151,571.678,0.795,1048,12.147
bar,0.143,572.698,0.760,1026,4.905
bar,0.151,573.762,0.793,1063,3.066
bar,0.147,574.559,0.557,1040,nan
bar,0.178,575.597,0.738,1068,5.129
bar,0.163,576.731,0.841,1071,5.272
bar,0.144,577.783,0.793,1071,11.319
bar,0.144,578.708,0.683,1067,11.323
bar,0.146,579.814,0.834,1036,11.320
bar,0.147,580.866,0.775,1040,nan
bar,0.143,581.719,0.614,1040,nan
bar,0.154,582.799,0.804,1067,11.319
bar,0.159,583.849,0.775,1068,5.129
bar,0.162,584.870,0.749,1067,11.323
bar,0.169,585.941,0.809,1071,11.319
bar,0.168,586.902,0.691,1048,12.147
bar,0.146,587.919,0.759,1040,nan
bar,0.165,588.971,0.769,1037,11.319
bar,0.166,589.954,0.710,1105,nan
bar,0.158,591.015,0.777,1099,9.852
bar,0.152,592.043,0.755,1040,nan
bar,0.142,593.115,0.799,1040,nan
bar,0.147,594.069,0.710,1048,12.147
bar,0.163,594.996,0.705,1040,nan
bar,0.166,596.096,0.830,1078,11.734
bar,0.154,597.089,0.722,1045,11.595
bar,0.168,598.044,0.672,1045,12.150
bar,0.148,599.113,0.811,1048,12.147
bar,0.150,600.155,0.771,1070,11.320
bar,0.148,601.195,0.764,1040,nan
bar,0.151,602.127,0.680,1033,11.319
bar,0.160,603.234,0.821,1071,11.319
bar,0.143,604.181,0.700,1067,11.323
bar,0.143,605.209,0.760,1040,nan
bar,0.142,606.270,0.799,1078,11.734
bar,0.148,607.187,0.663,1040,nan
bar,0.154,608.175,0.731,1033,11.319
bar,0.168,609.257,0.790,1136,11.319
bar,0.148,610.329,0.813,1067,11.323
bar,0.164,611.397,0.782,1070,11.320
bar,0.148,612.420,0.777,1071,11.319
bar,0.167,613.399,0.712,1071,11.319
bar,0.145,614.442,0.774,1036,11.320
bar,0.146,615.530,0.814,1079,11.733
bar,0.151,616.496,0.713,1040,nan
bar,0.162,617.427,0.665,1070,11.320
bar,0.173,618.599,0.873,1071,11.319
bar,0.144,619.719,0.845,1075,9.543
bar,0.145,620.756,0.796,1071,11.319
bar,0.150,621.790,0.813,1040,nan
bar,0.143,622.808,0.773,1048,12.147
bar,0.159,623.871,0.792,1036,11.320
bar,0.160,625.008,0.856,1071,11.319
bar,0.148,626.099,0.817,1061,11.321
bar,0.151,627.070,0.712,1040,nan
bar,0.168,628.131,0.774,1048,12.147
bar,0.149,629.242,0.838,1051,11.274
bar,0.178,630.327,0.806,1071,11.319
bar,0.166,631.368,0.759,1057,7.474
bar,0.155,632.514,0.883,1036,11.320
bar,0.144,633.568,0.785,1045,12.150
bar,0.151,634.698,0.836,1071,11.319
bar,0.149,635.694,0.746,1068,5.129
bar,0.166,636.778,0.806,1034,2.369
bar,0.151,637.787,0.757,1067,5.129
bar,0.146,638.887,0.846,1071,11.319
bar,0.153,639.988,0.827,1072,7.469
bar,0.143,641.109,0.852,1081,8.427
bar,0.169,642.024,0.649,1071,11.319
bar,0.150,643.040,0.750,1072,3.063
bar,0.147,644.093,0.789,1070,11.320
bar,0.149,645.198,0.821,1075,11.735
bar,0.147,646.213,0.747,1056,12.277
bar,0.157,647.335,0.848,1036,9.657
bar,0.171,648.291,0.726,1040,nan
bar,0.146,649.218,0.701,1054,11.311
bar,0.160,650.289,0.797,1040,nan
